hcp_id,specialty,territory_id,region,city_tier,years_in_practice,monthly_patient_volume,category_awareness,brand_awareness,recommendation_rate,digital_engagement,rep_visits_last_quarter,pre_recall_prescriber,competitor_preference
HCP00258,General Practitioner,TR12,West,T1,7,151.0,3,5,0.511,0.681,5,True,Kidrich D3 Nano
HCP00259,Pediatrician,TR23,South,T1,15,186.0,3,3,0.495,0.685,3,True,Arachitol Kids
HCP00260,General Practitioner,TR10,North,T2,22,79.0,4,3,0.162,0.339,4,True,Uprise-D3
HCP00261,Pediatrician,TR18,West,T3,9,664.0,3,3,0.226,0.785,2,True,Other / Generic
HCP00262,Pediatrician,TR13,West,T1,9,276.0,4,5,0.354,0.464,2,True,D3 Must Forte
HCP00263,Pediatrician,TR23,South,T1,16,623.0,4,4,0.134,0.548,9,False,Kidrich D3 Nano
HCP00264,Pediatrician,TR27,South,T2,9,277.0,4,5,0.698,0.462,3,True,No alternative (DePURA loyal)
HCP00265,Pediatrician,TR14,West,T1,8,412.0,4,5,0.683,0.716,6,True,Uprise-D3
HCP00266,Pediatrician,TR05,North,T2,6,574.0,4,5,0.706,0.592,9,True,No alternative (DePURA loyal)
HCP00267,Obstetrician-Gynecologist,TR14,West,T1,30,59.0,4,3,0.109,0.522,6,True,Other / Generic
HCP00268,Pediatrician,TR27,South,T2,14,154.0,4,5,0.481,0.502,1,True,Uprise-D3
HCP00269,Pediatrician,TR28,South,T1,26,288.0,4,4,0.213,0.569,7,False,Kidrich D3 Nano
HCP00270,Pediatrician,TR28,South,T1,27,215.0,4,4,0.699,0.564,5,True,No alternative (DePURA loyal)
HCP00271,Pediatrician,TR35,East,T2,5,355.0,5,3,0.121,0.644,3,False,Uprise-D3
HCP00272,Pediatrician,TR29,South,T2,9,393.0,4,4,0.32,0.332,2,True,Uprise-D3
HCP00273,General Practitioner,TR35,East,T2,14,122.0,4,4,0.135,0.389,2,False,Arachitol Kids
HCP00274,General Practitioner,TR24,South,T1,17,150.0,3,3,0.037,0.77,4,False,Arachitol Kids
HCP00275,General Practitioner,TR09,North,T2,8,148.0,3,3,0.012,0.221,0,False,Arachitol Kids
HCP00276,Pediatrician,TR23,South,T1,17,235.0,4,4,0.125,0.282,1,True,Arachitol Kids
HCP00277,Pediatrician,TR08,North,T2,23,393.0,4,5,0.559,0.321,4,True,D3 Must Forte
HCP00278,General Practitioner,TR02,North,T1,9,72.0,5,4,0.287,0.444,9,False,Ultra D3
HCP00279,Pediatrician,TR12,West,T1,8,465.0,4,5,0.545,0.592,4,True,D3 Must Forte
HCP00280,General Practitioner,TR14,West,T1,13,219.0,4,3,0.202,0.714,10,False,Kidrich D3 Nano
HCP00281,General Practitioner,TR26,South,T1,7,86.0,4,3,0.099,0.74,3,True,Kidrich D3 Nano
HCP00282,Pediatrician,TR14,West,T1,23,405.0,5,4,0.264,0.518,8,True,Arachitol Kids
HCP00283,Pediatrician,TR01,North,T1,8,466.0,5,3,0.12,0.601,6,False,Kidrich D3 Nano
HCP00284,General Practitioner,TR32,East,T3,16,364.0,3,4,0.076,0.341,3,False,Arachitol Kids
HCP00285,Pediatrician,TR23,South,T1,22,699.0,4,3,0.081,0.288,10,False,Uprise-D3
HCP00286,Pediatrician,TR09,North,T2,18,408.0,4,4,0.251,0.567,6,False,Other / Generic
HCP00287,Pediatrician,TR11,North,T3,7,220.0,4,3,0.224,0.516,5,False,D3 Must Forte
HCP00288,Pediatrician,TR04,North,T2,1,559.0,5,4,0.579,0.538,9,True,Other / Generic
HCP00289,General Practitioner,TR32,East,T3,6,90.0,4,3,0.285,0.568,4,True,D3 Must Forte
HCP00290,Pediatrician,TR09,North,T2,18,185.0,5,4,0.501,0.618,6,True,Ultra D3
HCP00291,Obstetrician-Gynecologist,TR33,East,T2,13,189.0,5,3,0.095,0.731,7,False,Arachitol Kids
HCP00292,Neonatologist,TR11,North,T3,16,486.0,4,3,0.233,0.44,3,True,Ultra D3
HCP00293,Neonatologist,TR28,South,T1,22,165.0,5,5,0.811,0.563,9,True,D3 Must Forte
HCP00294,Pediatrician,TR01,North,T1,9,591.0,4,4,0.498,0.509,9,True,Uprise-D3
HCP00295,Pediatrician,TR17,West,T2,6,178.0,4,4,0.351,0.5,9,True,Arachitol Kids
HCP00296,Obstetrician-Gynecologist,TR14,West,T1,14,112.0,4,3,0.041,0.64,8,False,Arachitol Kids
HCP00297,General Practitioner,TR13,West,T1,6,114.0,4,2,0.026,0.578,3,False,Kidrich D3 Nano
HCP00298,Pediatrician,TR36,East,T2,4,391.0,4,4,0.155,0.413,2,False,Other / Generic
HCP00299,Obstetrician-Gynecologist,TR26,South,T1,12,50.0,4,2,0.045,0.481,5,True,Uprise-D3
HCP00300,General Practitioner,TR11,North,T3,13,174.0,3,3,0.227,0.707,7,False,Arachitol Kids
HCP00301,General Practitioner,TR27,South,T2,19,109.0,4,4,0.317,0.485,7,False,Arachitol Kids
HCP00302,Neonatologist,TR04,North,T2,23,156.0,4,4,0.176,1.0,5,False,Kidrich D3 Nano
HCP00303,Neonatologist,TR33,East,T2,12,292.0,4,3,0.192,0.47,8,True,Uprise-D3
HCP00304,Pediatrician,TR16,West,T1,16,220.0,4,3,0.385,0.711,2,True,Arachitol Kids
HCP00305,Pediatrician,TR08,North,T2,11,208.0,4,4,0.179,0.544,6,False,Uprise-D3
HCP00306,General Practitioner,TR12,West,T1,17,204.0,3,5,0.136,0.265,3,False,Arachitol Kids
HCP00307,General Practitioner,TR05,North,T2,22,157.0,3,3,0.162,0.558,7,False,Arachitol Kids
HCP00308,General Practitioner,TR33,East,T2,2,146.0,3,3,0.033,0.894,6,False,Uprise-D3
HCP00309,Pediatrician,TR12,West,T1,20,309.0,4,5,0.339,0.553,1,False,Kidrich D3 Nano
HCP00310,General Practitioner,TR04,North,T2,19,264.0,2,3,0.114,0.457,7,False,Other / Generic
HCP00311,Pediatrician,TR28,South,T1,5,188.0,4,3,0.379,0.668,11,True,Arachitol Kids
HCP00312,Neonatologist,TR09,North,T2,7,223.0,5,4,0.44,0.622,6,True,Kidrich D3 Nano
HCP00313,Obstetrician-Gynecologist,TR02,North,T1,19,178.0,4,5,0.191,0.404,8,False,Arachitol Kids
HCP00314,Pediatrician,TR24,South,T1,9,309.0,5,4,0.121,0.536,10,False,Other / Generic
HCP00315,General Practitioner,TR01,North,T1,2,181.0,4,3,0.161,0.597,9,True,Arachitol Kids
HCP00316,General Practitioner,TR29,South,T2,5,103.0,4,2,0.02,0.695,0,False,Kidrich D3 Nano
HCP00317,Pediatrician,TR21,Central,T3,7,472.0,5,4,0.436,0.662,4,True,D3 Must Forte
HCP00318,Pediatrician,TR10,North,T2,29,121.0,5,3,0.148,0.294,5,False,Uprise-D3
HCP00319,General Practitioner,TR16,West,T1,2,156.0,4,5,0.402,0.803,5,True,Arachitol Kids
HCP00320,General Practitioner,TR11,North,T3,19,174.0,4,3,0.049,0.562,6,False,D3 Must Forte
HCP00321,Pediatrician,TR19,Central,T2,11,192.0,4,3,0.096,0.779,7,False,D3 Must Forte
HCP00322,Obstetrician-Gynecologist,TR22,Central,T3,18,101.0,4,2,0.06,0.195,5,True,Uprise-D3
HCP00323,Neonatologist,TR28,South,T1,28,106.0,4,2,0.031,0.403,3,False,Arachitol Kids
HCP00324,Obstetrician-Gynecologist,TR16,West,T1,37,130.0,5,4,0.482,0.164,5,True,Arachitol Kids
HCP00325,Neonatologist,TR28,South,T1,34,175.0,5,5,0.398,,7,True,Kidrich D3 Nano
HCP00326,Pediatrician,TR02,North,T1,27,204.0,4,4,0.23,0.495,9,False,Uprise-D3
HCP00327,Obstetrician-Gynecologist,TR33,East,T2,26,60.0,5,3,0.028,0.202,5,False,D3 Must Forte
HCP00328,Neonatologist,TR07,North,T3,31,214.0,5,3,0.247,0.31,4,True,Arachitol Kids
HCP00329,General Practitioner,TR29,South,T2,11,171.0,4,3,0.076,0.371,6,False,Other / Generic
HCP00330,Pediatrician,TR18,West,T3,30,385.0,5,3,0.268,0.338,6,False,Uprise-D3
HCP00331,Pediatrician,TR03,North,T2,26,149.0,5,2,0.119,0.551,2,True,Kidrich D3 Nano
HCP00332,Pediatrician,TR14,West,T1,7,245.0,5,4,0.176,0.377,11,False,Kidrich D3 Nano
HCP00333,General Practitioner,TR32,East,T3,15,132.0,5,4,0.104,0.849,8,False,Uprise-D3
HCP00334,Pediatrician,TR29,South,T2,17,483.0,5,3,0.355,0.519,6,True,Other / Generic
HCP00335,General Practitioner,TR26,South,T1,8,136.0,5,2,0.019,0.708,3,False,D3 Must Forte
HCP00336,General Practitioner,TR14,West,T1,40,84.0,4,4,0.166,0.282,7,False,Uprise-D3
HCP00337,Pediatrician,TR23,South,T1,5,165.0,4,5,0.504,0.76,5,True,Arachitol Kids
HCP00338,Pediatrician,TR10,North,T2,9,449.0,4,3,0.222,0.61,7,True,Other / Generic
HCP00339,General Practitioner,TR24,South,T1,37,127.0,4,4,0.136,0.211,4,False,D3 Must Forte
HCP00340,Pediatrician,TR11,North,T3,22,418.0,5,2,0.249,0.496,2,True,Ultra D3
HCP00341,Neonatologist,TR29,South,T2,9,138.0,4,2,0.121,0.663,1,True,Other / Generic
HCP00342,Obstetrician-Gynecologist,TR26,South,T1,10,109.0,5,4,0.089,0.582,3,False,Kidrich D3 Nano
HCP00343,Pediatrician,TR14,West,T1,21,540.0,4,4,0.603,0.594,6,True,No alternative (DePURA loyal)
HCP00344,General Practitioner,TR24,South,T1,6,135.0,3,4,0.339,0.729,5,True,Arachitol Kids
HCP00345,Obstetrician-Gynecologist,TR13,West,T1,10,85.0,5,4,0.206,0.604,3,True,D3 Must Forte
HCP00346,Obstetrician-Gynecologist,TR05,North,T2,14,188.0,3,3,0.038,0.68,10,False,Arachitol Kids
HCP00347,General Practitioner,TR10,North,T2,23,133.0,2,2,0.038,0.405,5,False,Uprise-D3
HCP00348,Neonatologist,TR12,West,T1,6,288.0,5,3,0.262,0.467,2,True,Other / Generic
HCP00349,Pediatrician,TR09,North,T2,10,322.0,4,3,0.11,0.287,7,False,Kidrich D3 Nano
HCP00350,Pediatrician,TR25,South,T3,12,456.0,4,3,0.289,0.526,6,True,Uprise-D3
HCP00351,General Practitioner,TR27,South,T2,3,81.0,3,4,0.12,0.763,3,False,Ultra D3
HCP00352,General Practitioner,TR16,West,T1,7,88.0,3,3,0.218,0.392,4,True,Arachitol Kids
HCP00353,Neonatologist,TR36,East,T2,8,203.0,5,4,0.37,0.664,8,True,Kidrich D3 Nano
HCP00354,Pediatrician,TR31,East,T1,8,612.0,5,5,0.28,0.57,7,True,Uprise-D3
HCP00355,Pediatrician,TR02,North,T1,35,255.0,3,4,0.128,0.387,5,False,D3 Must Forte
HCP00356,General Practitioner,TR16,West,T1,14,121.0,4,4,0.309,0.815,3,False,Arachitol Kids
HCP00357,Obstetrician-Gynecologist,TR32,East,T3,1,81.0,5,3,0.125,0.644,3,False,Other / Generic
HCP00358,General Practitioner,TR09,North,T2,34,172.0,3,4,0.067,0.277,3,False,Arachitol Kids
HCP00359,Pediatrician,TR14,West,T1,7,352.0,4,4,0.208,0.566,5,False,Uprise-D3
HCP00360,Obstetrician-Gynecologist,TR34,East,T3,16,163.0,4,2,0.083,0.644,1,True,Other / Generic
HCP00361,General Practitioner,TR28,South,T1,20,73.0,4,5,0.177,0.136,9,False,Uprise-D3
HCP00362,Obstetrician-Gynecologist,TR29,South,T2,11,140.0,4,2,0.204,0.553,5,True,Uprise-D3
HCP00363,Obstetrician-Gynecologist,TR31,East,T1,22,124.0,4,3,0.136,0.077,10,True,Other / Generic
HCP00364,Pediatrician,TR06,North,T2,9,603.0,4,4,0.379,0.528,7,True,Other / Generic
HCP00365,Neonatologist,TR26,South,T1,7,195.0,5,4,0.356,0.763,3,True,Uprise-D3
HCP00366,Pediatrician,TR28,South,T1,4,333.0,3,4,0.684,0.629,8,True,Other / Generic
HCP00367,Neonatologist,TR09,North,T2,3,96.0,4,3,0.107,0.717,0,True,Other / Generic
HCP00368,Pediatrician,TR01,North,T1,13,789.0,3,3,0.197,0.527,6,False,Uprise-D3
HCP00369,General Practitioner,TR07,North,T3,14,94.0,4,3,0.053,0.754,1,False,D3 Must Forte
HCP00370,Pediatrician,TR27,South,T2,30,475.0,4,4,0.179,0.22,2,True,Uprise-D3
HCP00371,Pediatrician,TR26,South,T1,15,279.0,4,3,0.148,0.821,3,True,Uprise-D3
HCP00372,Neonatologist,TR31,East,T1,6,211.0,4,3,0.163,0.713,2,False,Arachitol Kids
HCP00373,Pediatrician,TR13,West,T1,16,587.0,5,3,0.302,0.445,2,True,Kidrich D3 Nano
HCP00374,Pediatrician,TR23,South,T1,21,403.0,5,4,0.567,0.09,4,True,Uprise-D3
HCP00375,Obstetrician-Gynecologist,TR01,North,T1,13,157.0,5,3,0.179,0.502,12,False,Arachitol Kids
HCP00376,Pediatrician,TR33,East,T2,15,327.0,4,3,0.353,0.797,7,False,Ultra D3
HCP00377,General Practitioner,TR21,Central,T3,15,161.0,5,3,0.233,,5,True,Kidrich D3 Nano
HCP00378,Neonatologist,TR27,South,T2,27,189.0,4,4,0.218,0.269,3,False,Uprise-D3
HCP00379,Pediatrician,TR12,West,T1,11,287.0,4,3,0.209,0.489,3,False,Kidrich D3 Nano
HCP00380,Pediatrician,TR02,North,T1,5,814.0,4,5,0.613,0.628,7,True,No alternative (DePURA loyal)
HCP00381,General Practitioner,TR02,North,T1,4,202.0,3,3,0.138,0.713,4,False,Kidrich D3 Nano
HCP00382,General Practitioner,TR28,South,T1,14,119.0,2,3,0.147,0.424,7,False,D3 Must Forte
HCP00383,Pediatrician,TR05,North,T2,11,202.0,3,4,0.126,0.666,5,False,Arachitol Kids
HCP00384,Pediatrician,TR29,South,T2,25,157.0,3,4,0.508,0.576,7,True,Arachitol Kids
HCP00385,Pediatrician,TR11,North,T3,26,454.0,4,4,0.159,0.486,3,False,D3 Must Forte
HCP00386,Pediatrician,TR20,Central,T2,15,295.0,4,4,0.2,0.528,10,False,Arachitol Kids
HCP00387,Pediatrician,TR11,North,T3,21,391.0,5,3,0.1,0.366,4,False,D3 Must Forte
HCP00388,Obstetrician-Gynecologist,TR01,North,T1,16,94.0,5,4,0.124,0.754,6,False,Uprise-D3
HCP00389,Pediatrician,TR20,Central,T2,10,834.0,5,3,0.111,0.492,2,True,Arachitol Kids
HCP00390,Pediatrician,TR14,West,T1,5,397.0,5,3,0.063,0.432,6,False,Uprise-D3
HCP00391,Neonatologist,TR16,West,T1,25,113.0,5,3,0.129,0.405,4,True,Kidrich D3 Nano
HCP00392,Pediatrician,TR23,South,T1,9,187.0,5,4,0.201,0.773,9,False,Kidrich D3 Nano
HCP00393,Neonatologist,TR13,West,T1,13,154.0,3,5,0.531,0.732,3,False,Kidrich D3 Nano
HCP00394,Obstetrician-Gynecologist,TR22,Central,T3,21,97.0,5,4,0.456,0.249,8,True,D3 Must Forte
HCP00395,Pediatrician,TR24,South,T1,18,431.0,5,4,0.664,0.362,4,True,No alternative (DePURA loyal)
HCP00396,Pediatrician,TR02,North,T1,16,318.0,3,3,0.293,0.555,8,True,D3 Must Forte
HCP00397,Pediatrician,TR14,West,T1,28,421.0,4,4,0.585,0.452,7,True,Uprise-D3
HCP00398,Pediatrician,TR02,North,T1,6,497.0,5,4,0.14,0.493,9,False,Ultra D3
HCP00399,Pediatrician,TR01,North,T1,8,482.0,4,3,0.188,0.527,9,True,D3 Must Forte
HCP00400,Pediatrician,TR01,North,T1,15,225.0,4,4,0.481,0.799,8,True,Arachitol Kids
HCP00401,Pediatrician,TR23,South,T1,6,667.0,5,4,0.191,0.9,7,False,Kidrich D3 Nano
HCP00402,Obstetrician-Gynecologist,TR02,North,T1,2,159.0,5,3,0.185,1.0,8,True,D3 Must Forte
HCP00403,Pediatrician,TR31,East,T1,11,365.0,5,4,0.55,0.471,7,True,Uprise-D3
HCP00404,Pediatrician,TR27,South,T2,17,327.0,5,5,0.598,0.549,0,True,Kidrich D3 Nano
HCP00405,Pediatrician,TR01,North,T1,25,932.0,4,4,0.695,0.457,10,True,No alternative (DePURA loyal)
HCP00406,Pediatrician,TR22,Central,T3,21,413.0,3,4,0.236,0.404,5,True,Uprise-D3
HCP00407,General Practitioner,TR01,North,T1,7,128.0,3,5,0.456,0.656,5,True,Uprise-D3
HCP00408,General Practitioner,TR03,North,T2,8,59.0,4,4,0.201,0.399,4,False,Kidrich D3 Nano
HCP00409,Pediatrician,TR36,East,T2,28,387.0,5,2,0.265,0.554,5,True,D3 Must Forte
HCP00410,General Practitioner,TR16,West,T1,10,235.0,3,3,0.067,0.736,5,False,Kidrich D3 Nano
HCP00411,Pediatrician,TR01,North,T1,6,230.0,5,5,0.608,0.576,12,True,No alternative (DePURA loyal)
HCP00412,Obstetrician-Gynecologist,TR30,South,T2,13,61.0,4,3,0.125,0.426,5,False,Arachitol Kids
HCP00413,Pediatrician,TR32,East,T3,4,177.0,4,4,0.304,0.668,6,False,Ultra D3
HCP00414,General Practitioner,TR20,Central,T2,10,215.0,4,4,0.129,0.699,3,False,D3 Must Forte
HCP00415,Pediatrician,TR26,South,T1,15,352.0,3,3,0.257,0.544,4,True,Ultra D3
HCP00416,Pediatrician,TR28,South,T1,15,421.0,4,5,0.648,0.532,6,True,Uprise-D3
HCP00417,Pediatrician,TR26,South,T1,6,495.0,4,3,0.048,0.708,2,False,Ultra D3
HCP00418,Pediatrician,TR18,West,T3,19,377.0,4,2,0.076,0.759,7,False,Uprise-D3
HCP00419,General Practitioner,TR29,South,T2,15,119.0,2,3,0.047,0.339,1,False,Uprise-D3
HCP00420,General Practitioner,TR19,Central,T2,9,78.0,4,2,0.043,0.595,7,False,Arachitol Kids
HCP00421,Pediatrician,TR11,North,T3,5,764.0,5,3,0.422,0.686,8,True,Ultra D3
HCP00422,Neonatologist,TR01,North,T1,19,245.0,4,4,0.596,0.383,5,True,Arachitol Kids
HCP00423,Pediatrician,TR14,West,T1,21,408.0,5,4,0.422,0.646,5,True,Arachitol Kids
HCP00424,Obstetrician-Gynecologist,TR02,North,T1,14,334.0,5,5,0.113,0.434,10,False,Arachitol Kids
HCP00425,Pediatrician,TR02,North,T1,28,408.0,5,5,0.69,0.148,11,True,No alternative (DePURA loyal)
HCP00426,Pediatrician,TR16,West,T1,20,516.0,5,3,0.197,0.583,2,False,Ultra D3
HCP00427,Pediatrician,TR34,East,T3,25,376.0,4,4,0.557,0.426,1,True,Uprise-D3
HCP00428,General Practitioner,TR03,North,T2,21,260.0,3,3,0.069,0.362,2,False,Ultra D3
HCP00429,General Practitioner,TR12,West,T1,18,682.0,4,2,0.04,0.339,6,False,Ultra D3
HCP00430,General Practitioner,TR29,South,T2,10,134.0,3,4,0.084,0.615,2,False,Other / Generic
HCP00431,Pediatrician,TR15,West,T2,12,450.0,5,3,0.134,0.829,5,False,Other / Generic
HCP00432,Pediatrician,TR27,South,T2,12,270.0,3,3,0.152,0.697,3,False,Other / Generic
HCP00433,General Practitioner,TR20,Central,T2,11,233.0,5,2,0.065,0.55,5,True,Other / Generic
HCP00434,Obstetrician-Gynecologist,TR23,South,T1,6,152.0,3,3,0.124,0.394,7,False,Kidrich D3 Nano
HCP00435,Pediatrician,TR05,North,T2,18,259.0,5,4,0.201,0.216,6,True,Other / Generic
HCP00436,Obstetrician-Gynecologist,TR14,West,T1,8,314.0,3,3,0.322,0.533,15,True,D3 Must Forte
HCP00437,General Practitioner,TR23,South,T1,13,155.0,3,5,0.158,0.605,7,False,Uprise-D3
HCP00438,Pediatrician,TR01,North,T1,14,329.0,4,4,0.6,0.832,7,True,Arachitol Kids
HCP00439,General Practitioner,TR07,North,T3,19,177.0,4,3,0.191,0.497,6,True,Ultra D3
HCP00440,Pediatrician,TR14,West,T1,19,896.0,5,5,0.243,0.486,5,False,Kidrich D3 Nano
HCP00441,Pediatrician,TR24,South,T1,24,343.0,5,4,0.699,0.584,2,True,Arachitol Kids
HCP00442,General Practitioner,TR18,West,T3,14,161.0,4,3,0.037,0.58,8,False,D3 Must Forte
HCP00443,Neonatologist,TR26,South,T1,15,82.0,5,2,0.145,0.581,6,True,Other / Generic
HCP00444,Pediatrician,TR26,South,T1,16,648.0,4,3,0.052,0.567,8,False,Arachitol Kids
HCP00445,Pediatrician,TR01,North,T1,11,391.0,4,5,0.644,0.567,6,True,No alternative (DePURA loyal)
HCP00446,Pediatrician,TR31,East,T1,16,576.0,4,4,0.124,0.428,10,False,Arachitol Kids
HCP00447,Pediatrician,TR29,South,T2,17,403.0,5,3,0.259,0.41,7,False,Arachitol Kids
HCP00448,General Practitioner,TR12,West,T1,27,456.0,3,5,0.291,0.258,4,True,D3 Must Forte
HCP00449,Pediatrician,TR17,West,T2,6,283.0,4,4,0.641,0.602,8,True,No alternative (DePURA loyal)
HCP00450,Pediatrician,TR13,West,T1,8,437.0,5,4,0.676,0.758,4,True,No alternative (DePURA loyal)
HCP00451,General Practitioner,TR32,East,T3,13,140.0,4,4,0.286,0.464,0,True,Ultra D3
HCP00452,Pediatrician,TR14,West,T1,6,842.0,4,5,0.468,0.801,12,False,Other / Generic
HCP00453,Pediatrician,TR14,West,T1,8,328.0,3,5,0.286,0.561,3,False,Arachitol Kids
HCP00454,General Practitioner,TR32,East,T3,12,105.0,3,4,0.124,0.815,7,False,Ultra D3
HCP00455,Pediatrician,TR23,South,T1,3,1276.0,5,4,0.265,0.551,10,False,Arachitol Kids
HCP00456,Pediatrician,TR04,North,T2,21,444.0,4,4,0.215,0.47,13,False,Other / Generic
HCP00457,Pediatrician,TR24,South,T1,16,564.0,5,5,0.249,0.66,6,False,Arachitol Kids
HCP00458,Pediatrician,TR28,South,T1,1,310.0,4,3,0.506,0.608,9,True,Arachitol Kids
HCP00459,Obstetrician-Gynecologist,TR13,West,T1,10,141.0,3,3,0.12,0.577,3,False,Other / Generic
HCP00460,General Practitioner,TR19,Central,T2,25,100.0,3,4,0.32,0.554,5,False,Uprise-D3
HCP00461,Pediatrician,TR24,South,T1,17,202.0,3,4,0.204,0.223,3,False,Arachitol Kids
HCP00462,Pediatrician,TR18,West,T3,22,405.0,3,4,0.233,0.373,3,True,Ultra D3
HCP00463,Pediatrician,TR36,East,T2,18,178.0,4,4,0.208,0.495,4,True,Kidrich D3 Nano
HCP00464,Obstetrician-Gynecologist,TR18,West,T3,8,126.0,4,4,0.42,0.637,9,False,Ultra D3
HCP00465,General Practitioner,TR24,South,T1,21,248.0,3,5,0.135,0.274,2,False,Ultra D3
HCP00466,General Practitioner,TR28,South,T1,3,150.0,4,4,0.125,0.953,6,False,Other / Generic
HCP00467,Pediatrician,TR04,North,T2,21,137.0,5,4,0.214,0.421,4,False,Arachitol Kids
HCP00468,Neonatologist,TR01,North,T1,17,169.0,4,4,0.417,0.847,7,False,D3 Must Forte
HCP00469,Obstetrician-Gynecologist,TR35,East,T2,3,84.0,5,2,0.108,0.912,6,True,Uprise-D3
HCP00470,Pediatrician,TR26,South,T1,7,232.0,5,3,0.084,0.675,6,False,Uprise-D3
HCP00471,Pediatrician,TR14,West,T1,13,221.0,5,2,0.104,0.744,3,False,Uprise-D3
HCP00472,Pediatrician,TR01,North,T1,25,386.0,4,3,0.209,0.445,13,True,D3 Must Forte
HCP00473,General Practitioner,TR06,North,T2,10,290.0,5,3,0.025,0.732,2,False,Uprise-D3
HCP00474,Pediatrician,TR01,North,T1,10,396.0,5,5,0.394,0.469,9,False,Arachitol Kids
HCP00475,Pediatrician,TR14,West,T1,10,502.0,4,3,0.437,0.743,6,True,Kidrich D3 Nano
HCP00476,General Practitioner,TR21,Central,T3,4,90.0,4,4,0.089,1.0,7,False,Uprise-D3
HCP00477,General Practitioner,TR05,North,T2,24,146.0,2,2,0.054,0.463,6,False,Ultra D3
HCP00478,Pediatrician,TR24,South,T1,8,303.0,5,4,0.212,0.666,3,False,Uprise-D3
HCP00479,Pediatrician,TR34,East,T3,9,322.0,4,4,0.129,0.801,2,False,Other / Generic
HCP00480,Pediatrician,TR36,East,T2,24,155.0,3,5,0.613,0.175,7,True,No alternative (DePURA loyal)
HCP00481,Pediatrician,TR29,South,T2,40,352.0,4,4,0.116,0.367,3,False,D3 Must Forte
HCP00482,Obstetrician-Gynecologist,TR16,West,T1,35,221.0,3,4,0.39,0.338,3,True,Other / Generic
HCP00483,General Practitioner,TR20,Central,T2,10,63.0,4,4,0.288,0.663,6,True,D3 Must Forte
HCP00484,Neonatologist,TR18,West,T3,10,141.0,4,3,0.145,0.634,3,True,D3 Must Forte
HCP00485,General Practitioner,TR05,North,T2,12,169.0,5,3,0.065,0.475,9,False,D3 Must Forte
HCP00486,General Practitioner,TR30,South,T2,8,84.0,3,5,0.229,0.867,8,False,Arachitol Kids
HCP00487,Pediatrician,TR25,South,T3,13,318.0,4,4,0.66,0.299,1,True,Arachitol Kids
HCP00488,Pediatrician,TR24,South,T1,31,286.0,4,5,0.255,0.336,1,False,Uprise-D3
HCP00489,Obstetrician-Gynecologist,TR09,North,T2,23,159.0,5,5,0.228,0.445,5,False,Uprise-D3
HCP00490,General Practitioner,TR05,North,T2,12,49.0,4,3,0.068,0.539,5,True,Arachitol Kids
HCP00491,Obstetrician-Gynecologist,TR31,East,T1,31,66.0,5,4,0.083,0.432,8,False,Arachitol Kids
HCP00492,General Practitioner,TR07,North,T3,11,230.0,3,3,0.071,0.392,4,False,Ultra D3
HCP00493,Pediatrician,TR02,North,T1,7,557.0,4,5,0.199,0.528,5,False,Arachitol Kids
HCP00494,Pediatrician,TR24,South,T1,17,771.0,5,3,0.282,0.494,4,False,Arachitol Kids
HCP00495,Pediatrician,TR26,South,T1,14,184.0,4,2,0.052,0.636,2,False,Uprise-D3
HCP00496,General Practitioner,TR04,North,T2,22,167.0,4,4,0.087,0.592,5,False,Arachitol Kids
HCP00497,Neonatologist,TR09,North,T2,5,111.0,4,4,0.554,0.604,5,True,D3 Must Forte
HCP00498,Obstetrician-Gynecologist,TR28,South,T1,16,80.0,3,3,0.127,0.243,3,False,Arachitol Kids
HCP00499,Pediatrician,TR33,East,T2,6,1079.0,5,4,0.236,0.63,12,False,Arachitol Kids
HCP00500,Pediatrician,TR16,West,T1,18,432.0,4,4,0.269,0.516,6,True,Arachitol Kids
HCP00501,Pediatrician,TR28,South,T1,9,381.0,5,4,0.65,0.618,5,True,No alternative (DePURA loyal)
HCP00502,Pediatrician,TR13,West,T1,15,138.0,4,4,0.579,0.307,3,True,Arachitol Kids
HCP00503,Neonatologist,TR26,South,T1,2,171.0,4,4,0.139,0.574,0,False,Arachitol Kids
HCP00504,General Practitioner,TR21,Central,T3,13,150.0,4,4,0.066,0.432,4,False,D3 Must Forte
HCP00505,Pediatrician,TR30,South,T2,14,421.0,5,3,0.538,0.548,5,True,Uprise-D3
HCP00506,Obstetrician-Gynecologist,TR28,South,T1,21,234.0,5,1,0.073,0.525,4,False,Other / Generic
HCP00507,Pediatrician,TR12,West,T1,13,341.0,5,3,0.448,0.439,5,True,D3 Must Forte
HCP00508,Neonatologist,TR05,North,T2,28,120.0,4,5,0.333,,6,False,Other / Generic
HCP00509,General Practitioner,TR28,South,T1,9,117.0,2,2,0.089,0.658,6,False,Arachitol Kids
HCP00510,Pediatrician,TR01,North,T1,6,392.0,3,4,0.587,0.703,14,True,Arachitol Kids
HCP00511,General Practitioner,TR25,South,T3,19,219.0,3,4,0.082,0.503,11,False,Other / Generic
HCP00512,Pediatrician,TR16,West,T1,22,464.0,5,5,0.496,0.421,5,True,Arachitol Kids
HCP00513,General Practitioner,TR02,North,T1,4,159.0,3,3,0.055,0.495,6,False,Arachitol Kids
HCP00514,Pediatrician,TR25,South,T3,13,646.0,4,4,0.206,0.658,8,False,Other / Generic
HCP00515,Pediatrician,TR17,West,T2,16,770.0,4,4,0.274,0.682,9,True,Other / Generic
