hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP00309,Pediatrician,TR12,West,T1,309.0,0.339,0.553,False,Low-opportunity
HCP00310,General Practitioner,TR04,North,T2,264.0,0.114,0.457,False,High-volume non/under-user
HCP00311,Pediatrician,TR28,South,T1,188.0,0.379,0.668,True,Low-opportunity
HCP00312,Neonatologist,TR09,North,T2,223.0,0.44,0.622,True,Emerging
HCP00313,Obstetrician-Gynecologist,TR02,North,T1,178.0,0.191,0.404,False,High-volume non/under-user
HCP00314,Pediatrician,TR24,South,T1,309.0,0.121,0.536,False,Low-opportunity
HCP00315,General Practitioner,TR01,North,T1,181.0,0.161,0.597,True,Low-opportunity
HCP00316,General Practitioner,TR29,South,T2,103.0,0.02,0.695,False,Low-opportunity
HCP00317,Pediatrician,TR21,Central,T3,472.0,0.436,0.662,True,High-volume advocate
HCP00318,Pediatrician,TR10,North,T2,121.0,0.148,0.294,False,Low-opportunity
HCP00319,General Practitioner,TR16,West,T1,156.0,0.402,0.803,True,Emerging
HCP00320,General Practitioner,TR11,North,T3,174.0,0.049,0.562,False,Low-opportunity
HCP00321,Pediatrician,TR19,Central,T2,192.0,0.096,0.779,False,Low-opportunity
HCP00322,Obstetrician-Gynecologist,TR22,Central,T3,101.0,0.06,0.195,True,Low-opportunity
HCP00323,Neonatologist,TR28,South,T1,106.0,0.031,0.403,False,Low-opportunity
HCP00324,Obstetrician-Gynecologist,TR16,West,T1,130.0,0.482,0.164,True,Low-opportunity
HCP00325,Neonatologist,TR28,South,T1,175.0,0.398,,True,Low-opportunity
HCP00326,Pediatrician,TR02,North,T1,204.0,0.23,0.495,False,Low-opportunity
HCP00327,Obstetrician-Gynecologist,TR33,East,T2,60.0,0.028,0.202,False,Low-opportunity
HCP00328,Neonatologist,TR07,North,T3,214.0,0.247,0.31,True,Low-opportunity
HCP00329,General Practitioner,TR29,South,T2,171.0,0.076,0.371,False,Low-opportunity
HCP00330,Pediatrician,TR18,West,T3,385.0,0.268,0.338,False,Low-opportunity
HCP00331,Pediatrician,TR03,North,T2,149.0,0.119,0.551,True,Low-opportunity
HCP00332,Pediatrician,TR14,West,T1,245.0,0.176,0.377,False,Low-opportunity
HCP00333,General Practitioner,TR32,East,T3,132.0,0.104,0.849,False,Low-opportunity
HCP00334,Pediatrician,TR29,South,T2,483.0,0.355,0.519,True,High-volume non/under-user
HCP00335,General Practitioner,TR26,South,T1,136.0,0.019,0.708,False,Emerging
HCP00336,General Practitioner,TR14,West,T1,84.0,0.166,0.282,False,Low-opportunity
HCP00337,Pediatrician,TR23,South,T1,165.0,0.504,0.76,True,Low-opportunity
HCP00338,Pediatrician,TR10,North,T2,449.0,0.222,0.61,True,High-volume non/under-user
HCP00339,General Practitioner,TR24,South,T1,127.0,0.136,0.211,False,Low-opportunity
HCP00340,Pediatrician,TR11,North,T3,418.0,0.249,0.496,True,Low-opportunity
HCP00341,Neonatologist,TR29,South,T2,138.0,0.121,0.663,True,Low-opportunity
HCP00342,Obstetrician-Gynecologist,TR26,South,T1,109.0,0.089,0.582,False,Low-opportunity
HCP00343,Pediatrician,TR14,West,T1,540.0,0.603,0.594,True,High-volume advocate
HCP00344,General Practitioner,TR24,South,T1,135.0,0.339,0.729,True,Emerging
HCP00345,Obstetrician-Gynecologist,TR13,West,T1,85.0,0.206,0.604,True,Low-opportunity
HCP00346,Obstetrician-Gynecologist,TR05,North,T2,188.0,0.038,0.68,False,High-volume non/under-user
HCP00347,General Practitioner,TR10,North,T2,133.0,0.038,0.405,False,Low-opportunity
HCP00348,Neonatologist,TR12,West,T1,288.0,0.262,0.467,True,High-volume non/under-user
HCP00349,Pediatrician,TR09,North,T2,322.0,0.11,0.287,False,Low-opportunity
HCP00350,Pediatrician,TR25,South,T3,456.0,0.289,0.526,True,High-volume non/under-user
HCP00351,General Practitioner,TR27,South,T2,81.0,0.12,0.763,False,Low-opportunity
HCP00352,General Practitioner,TR16,West,T1,88.0,0.218,0.392,True,Low-opportunity
HCP00353,Neonatologist,TR36,East,T2,203.0,0.37,0.664,True,Emerging
HCP00354,Pediatrician,TR31,East,T1,612.0,0.28,0.57,True,High-volume non/under-user
HCP00355,Pediatrician,TR02,North,T1,255.0,0.128,0.387,False,Low-opportunity
HCP00356,General Practitioner,TR16,West,T1,121.0,0.309,0.815,False,Low-opportunity
HCP00357,Obstetrician-Gynecologist,TR32,East,T3,81.0,0.125,0.644,False,Low-opportunity
HCP00358,General Practitioner,TR09,North,T2,172.0,0.067,0.277,False,Low-opportunity
HCP00359,Pediatrician,TR14,West,T1,352.0,0.208,0.566,False,Low-opportunity
HCP00360,Obstetrician-Gynecologist,TR34,East,T3,163.0,0.083,0.644,True,High-volume non/under-user
HCP00361,General Practitioner,TR28,South,T1,73.0,0.177,0.136,False,Low-opportunity
HCP00362,Obstetrician-Gynecologist,TR29,South,T2,140.0,0.204,0.553,True,Low-opportunity
HCP00363,Obstetrician-Gynecologist,TR31,East,T1,124.0,0.136,0.077,True,Low-opportunity
HCP00364,Pediatrician,TR06,North,T2,603.0,0.379,0.528,True,High-volume non/under-user
HCP00365,Neonatologist,TR26,South,T1,195.0,0.356,0.763,True,Emerging
HCP00366,Pediatrician,TR28,South,T1,333.0,0.684,0.629,True,Emerging
HCP00367,Neonatologist,TR09,North,T2,96.0,0.107,0.717,True,Low-opportunity
HCP00368,Pediatrician,TR01,North,T1,789.0,0.197,0.527,False,High-volume non/under-user
HCP00369,General Practitioner,TR07,North,T3,94.0,0.053,0.754,False,Low-opportunity
HCP00370,Pediatrician,TR27,South,T2,475.0,0.179,0.22,True,High-volume non/under-user
HCP00371,Pediatrician,TR26,South,T1,279.0,0.148,0.821,True,Low-opportunity
HCP00372,Neonatologist,TR31,East,T1,211.0,0.163,0.713,False,Emerging
HCP00373,Pediatrician,TR13,West,T1,587.0,0.302,0.445,True,High-volume non/under-user
HCP00374,Pediatrician,TR23,South,T1,403.0,0.567,0.09,True,Low-opportunity
HCP00375,Obstetrician-Gynecologist,TR01,North,T1,157.0,0.179,0.502,False,High-volume non/under-user
HCP00376,Pediatrician,TR33,East,T2,327.0,0.353,0.797,False,Emerging
HCP00377,General Practitioner,TR21,Central,T3,161.0,0.233,,True,Low-opportunity
HCP00378,Neonatologist,TR27,South,T2,189.0,0.218,0.269,False,Low-opportunity
HCP00379,Pediatrician,TR12,West,T1,287.0,0.209,0.489,False,Low-opportunity
HCP00380,Pediatrician,TR02,North,T1,814.0,0.613,0.628,True,High-volume advocate
HCP00381,General Practitioner,TR02,North,T1,202.0,0.138,0.713,False,High-volume non/under-user
HCP00382,General Practitioner,TR28,South,T1,119.0,0.147,0.424,False,Low-opportunity
HCP00383,Pediatrician,TR05,North,T2,202.0,0.126,0.666,False,Low-opportunity
HCP00384,Pediatrician,TR29,South,T2,157.0,0.508,0.576,True,Low-opportunity
HCP00385,Pediatrician,TR11,North,T3,454.0,0.159,0.486,False,High-volume non/under-user
HCP00386,Pediatrician,TR20,Central,T2,295.0,0.2,0.528,False,Low-opportunity
HCP00387,Pediatrician,TR11,North,T3,391.0,0.1,0.366,False,Low-opportunity
HCP00388,Obstetrician-Gynecologist,TR01,North,T1,94.0,0.124,0.754,False,Low-opportunity
HCP00389,Pediatrician,TR20,Central,T2,834.0,0.111,0.492,True,High-volume non/under-user
HCP00390,Pediatrician,TR14,West,T1,397.0,0.063,0.432,False,Low-opportunity
HCP00391,Neonatologist,TR16,West,T1,113.0,0.129,0.405,True,Low-opportunity
HCP00392,Pediatrician,TR23,South,T1,187.0,0.201,0.773,False,Low-opportunity
HCP00393,Neonatologist,TR13,West,T1,154.0,0.531,0.732,False,Low-opportunity
HCP00394,Obstetrician-Gynecologist,TR22,Central,T3,97.0,0.456,0.249,True,Low-opportunity
HCP00395,Pediatrician,TR24,South,T1,431.0,0.664,0.362,True,High-volume advocate
HCP00396,Pediatrician,TR02,North,T1,318.0,0.293,0.555,True,Low-opportunity
HCP00397,Pediatrician,TR14,West,T1,421.0,0.585,0.452,True,Low-opportunity
HCP00398,Pediatrician,TR02,North,T1,497.0,0.14,0.493,False,High-volume non/under-user
HCP00399,Pediatrician,TR01,North,T1,482.0,0.188,0.527,True,High-volume non/under-user
HCP00400,Pediatrician,TR01,North,T1,225.0,0.481,0.799,True,Low-opportunity
HCP00401,Pediatrician,TR23,South,T1,667.0,0.191,0.9,False,High-volume non/under-user
HCP00402,Obstetrician-Gynecologist,TR02,North,T1,159.0,0.185,1.0,True,High-volume non/under-user
HCP00403,Pediatrician,TR31,East,T1,365.0,0.55,0.471,True,Low-opportunity
HCP00404,Pediatrician,TR27,South,T2,327.0,0.598,0.549,True,Low-opportunity
HCP00405,Pediatrician,TR01,North,T1,932.0,0.695,0.457,True,High-volume advocate
HCP00406,Pediatrician,TR22,Central,T3,413.0,0.236,0.404,True,Low-opportunity
HCP00407,General Practitioner,TR01,North,T1,128.0,0.456,0.656,True,Low-opportunity
HCP00408,General Practitioner,TR03,North,T2,59.0,0.201,0.399,False,Low-opportunity
HCP00409,Pediatrician,TR36,East,T2,387.0,0.265,0.554,True,Low-opportunity
HCP00410,General Practitioner,TR16,West,T1,235.0,0.067,0.736,False,High-volume non/under-user
HCP00411,Pediatrician,TR01,North,T1,230.0,0.608,0.576,True,Low-opportunity
HCP00412,Obstetrician-Gynecologist,TR30,South,T2,61.0,0.125,0.426,False,Low-opportunity
HCP00413,Pediatrician,TR32,East,T3,177.0,0.304,0.668,False,Low-opportunity
HCP00414,General Practitioner,TR20,Central,T2,215.0,0.129,0.699,False,High-volume non/under-user
HCP00415,Pediatrician,TR26,South,T1,352.0,0.257,0.544,True,Low-opportunity
HCP00416,Pediatrician,TR28,South,T1,421.0,0.648,0.532,True,Low-opportunity
HCP00417,Pediatrician,TR26,South,T1,495.0,0.048,0.708,False,High-volume non/under-user
HCP00418,Pediatrician,TR18,West,T3,377.0,0.076,0.759,False,Emerging
HCP00419,General Practitioner,TR29,South,T2,119.0,0.047,0.339,False,Low-opportunity
HCP00420,General Practitioner,TR19,Central,T2,78.0,0.043,0.595,False,Low-opportunity
HCP00421,Pediatrician,TR11,North,T3,764.0,0.422,0.686,True,High-volume advocate
HCP00422,Neonatologist,TR01,North,T1,245.0,0.596,0.383,True,Low-opportunity
HCP00423,Pediatrician,TR14,West,T1,408.0,0.422,0.646,True,Emerging
HCP00424,Obstetrician-Gynecologist,TR02,North,T1,334.0,0.113,0.434,False,High-volume non/under-user
HCP00425,Pediatrician,TR02,North,T1,408.0,0.69,0.148,True,Low-opportunity
HCP00426,Pediatrician,TR16,West,T1,516.0,0.197,0.583,False,High-volume non/under-user
HCP00427,Pediatrician,TR34,East,T3,376.0,0.557,0.426,True,Low-opportunity
HCP00428,General Practitioner,TR03,North,T2,260.0,0.069,0.362,False,High-volume non/under-user
HCP00429,General Practitioner,TR12,West,T1,682.0,0.04,0.339,False,High-volume non/under-user
HCP00430,General Practitioner,TR29,South,T2,134.0,0.084,0.615,False,Emerging
HCP00431,Pediatrician,TR15,West,T2,450.0,0.134,0.829,False,High-volume non/under-user
HCP00432,Pediatrician,TR27,South,T2,270.0,0.152,0.697,False,Low-opportunity
HCP00433,General Practitioner,TR20,Central,T2,233.0,0.065,0.55,True,High-volume non/under-user
HCP00434,Obstetrician-Gynecologist,TR23,South,T1,152.0,0.124,0.394,False,High-volume non/under-user
HCP00435,Pediatrician,TR05,North,T2,259.0,0.201,0.216,True,Low-opportunity
HCP00436,Obstetrician-Gynecologist,TR14,West,T1,314.0,0.322,0.533,True,High-volume non/under-user
HCP00437,General Practitioner,TR23,South,T1,155.0,0.158,0.605,False,Emerging
HCP00438,Pediatrician,TR01,North,T1,329.0,0.6,0.832,True,Emerging
HCP00439,General Practitioner,TR07,North,T3,177.0,0.191,0.497,True,Low-opportunity
HCP00440,Pediatrician,TR14,West,T1,896.0,0.243,0.486,False,High-volume non/under-user
HCP00441,Pediatrician,TR24,South,T1,343.0,0.699,0.584,True,Low-opportunity
HCP00442,General Practitioner,TR18,West,T3,161.0,0.037,0.58,False,Low-opportunity
HCP00443,Neonatologist,TR26,South,T1,82.0,0.145,0.581,True,Low-opportunity
HCP00444,Pediatrician,TR26,South,T1,648.0,0.052,0.567,False,High-volume non/under-user
HCP00445,Pediatrician,TR01,North,T1,391.0,0.644,0.567,True,Low-opportunity
HCP00446,Pediatrician,TR31,East,T1,576.0,0.124,0.428,False,High-volume non/under-user
HCP00447,Pediatrician,TR29,South,T2,403.0,0.259,0.41,False,Low-opportunity
HCP00448,General Practitioner,TR12,West,T1,456.0,0.291,0.258,True,High-volume non/under-user
HCP00449,Pediatrician,TR17,West,T2,283.0,0.641,0.602,True,Low-opportunity
HCP00450,Pediatrician,TR13,West,T1,437.0,0.676,0.758,True,High-volume advocate
HCP00451,General Practitioner,TR32,East,T3,140.0,0.286,0.464,True,Low-opportunity
HCP00452,Pediatrician,TR14,West,T1,842.0,0.468,0.801,False,High-volume advocate
HCP00453,Pediatrician,TR14,West,T1,328.0,0.286,0.561,False,Low-opportunity
HCP00454,General Practitioner,TR32,East,T3,105.0,0.124,0.815,False,Low-opportunity
HCP00455,Pediatrician,TR23,South,T1,1276.0,0.265,0.551,False,High-volume non/under-user
HCP00456,Pediatrician,TR04,North,T2,444.0,0.215,0.47,False,High-volume non/under-user
HCP00457,Pediatrician,TR24,South,T1,564.0,0.249,0.66,False,High-volume non/under-user
HCP00458,Pediatrician,TR28,South,T1,310.0,0.506,0.608,True,Emerging
HCP00459,Obstetrician-Gynecologist,TR13,West,T1,141.0,0.12,0.577,False,Low-opportunity
HCP00460,General Practitioner,TR19,Central,T2,100.0,0.32,0.554,False,Low-opportunity
HCP00461,Pediatrician,TR24,South,T1,202.0,0.204,0.223,False,Low-opportunity
HCP00462,Pediatrician,TR18,West,T3,405.0,0.233,0.373,True,Low-opportunity
HCP00463,Pediatrician,TR36,East,T2,178.0,0.208,0.495,True,Low-opportunity
HCP00464,Obstetrician-Gynecologist,TR18,West,T3,126.0,0.42,0.637,False,Emerging
HCP00465,General Practitioner,TR24,South,T1,248.0,0.135,0.274,False,High-volume non/under-user
HCP00466,General Practitioner,TR28,South,T1,150.0,0.125,0.953,False,Emerging
HCP00467,Pediatrician,TR04,North,T2,137.0,0.214,0.421,False,Low-opportunity
HCP00468,Neonatologist,TR01,North,T1,169.0,0.417,0.847,False,Low-opportunity
HCP00469,Obstetrician-Gynecologist,TR35,East,T2,84.0,0.108,0.912,True,Low-opportunity
HCP00470,Pediatrician,TR26,South,T1,232.0,0.084,0.675,False,Low-opportunity
HCP00471,Pediatrician,TR14,West,T1,221.0,0.104,0.744,False,Low-opportunity
HCP00472,Pediatrician,TR01,North,T1,386.0,0.209,0.445,True,Low-opportunity
HCP00473,General Practitioner,TR06,North,T2,290.0,0.025,0.732,False,High-volume non/under-user
HCP00474,Pediatrician,TR01,North,T1,396.0,0.394,0.469,False,Low-opportunity
HCP00475,Pediatrician,TR14,West,T1,502.0,0.437,0.743,True,High-volume advocate
HCP00476,General Practitioner,TR21,Central,T3,90.0,0.089,1.0,False,Low-opportunity
HCP00477,General Practitioner,TR05,North,T2,146.0,0.054,0.463,False,Low-opportunity
HCP00478,Pediatrician,TR24,South,T1,303.0,0.212,0.666,False,Emerging
HCP00479,Pediatrician,TR34,East,T3,322.0,0.129,0.801,False,Emerging
HCP00480,Pediatrician,TR36,East,T2,155.0,0.613,0.175,True,Low-opportunity
HCP00481,Pediatrician,TR29,South,T2,352.0,0.116,0.367,False,Low-opportunity
HCP00482,Obstetrician-Gynecologist,TR16,West,T1,221.0,0.39,0.338,True,High-volume non/under-user
HCP00483,General Practitioner,TR20,Central,T2,63.0,0.288,0.663,True,Low-opportunity
HCP00484,Neonatologist,TR18,West,T3,141.0,0.145,0.634,True,Low-opportunity
HCP00485,General Practitioner,TR05,North,T2,169.0,0.065,0.475,False,Low-opportunity
HCP00486,General Practitioner,TR30,South,T2,84.0,0.229,0.867,False,Low-opportunity
HCP00487,Pediatrician,TR25,South,T3,318.0,0.66,0.299,True,Low-opportunity
HCP00488,Pediatrician,TR24,South,T1,286.0,0.255,0.336,False,Low-opportunity
HCP00489,Obstetrician-Gynecologist,TR09,North,T2,159.0,0.228,0.445,False,High-volume non/under-user
HCP00490,General Practitioner,TR05,North,T2,49.0,0.068,0.539,True,Low-opportunity
HCP00491,Obstetrician-Gynecologist,TR31,East,T1,66.0,0.083,0.432,False,Low-opportunity
HCP00492,General Practitioner,TR07,North,T3,230.0,0.071,0.392,False,High-volume non/under-user
HCP00493,Pediatrician,TR02,North,T1,557.0,0.199,0.528,False,High-volume non/under-user
HCP00494,Pediatrician,TR24,South,T1,771.0,0.282,0.494,False,High-volume non/under-user
HCP00495,Pediatrician,TR26,South,T1,184.0,0.052,0.636,False,Low-opportunity
HCP00496,General Practitioner,TR04,North,T2,167.0,0.087,0.592,False,Low-opportunity
HCP00497,Neonatologist,TR09,North,T2,111.0,0.554,0.604,True,Low-opportunity
HCP00498,Obstetrician-Gynecologist,TR28,South,T1,80.0,0.127,0.243,False,Low-opportunity
HCP00499,Pediatrician,TR33,East,T2,1079.0,0.236,0.63,False,High-volume non/under-user
HCP00500,Pediatrician,TR16,West,T1,432.0,0.269,0.516,True,High-volume non/under-user
HCP00501,Pediatrician,TR28,South,T1,381.0,0.65,0.618,True,Emerging
HCP00502,Pediatrician,TR13,West,T1,138.0,0.579,0.307,True,Low-opportunity
HCP00503,Neonatologist,TR26,South,T1,171.0,0.139,0.574,False,Low-opportunity
HCP00504,General Practitioner,TR21,Central,T3,150.0,0.066,0.432,False,Low-opportunity
HCP00505,Pediatrician,TR30,South,T2,421.0,0.538,0.548,True,Low-opportunity
HCP00506,Obstetrician-Gynecologist,TR28,South,T1,234.0,0.073,0.525,False,High-volume non/under-user
HCP00507,Pediatrician,TR12,West,T1,341.0,0.448,0.439,True,Low-opportunity
HCP00508,Neonatologist,TR05,North,T2,120.0,0.333,,False,Low-opportunity
HCP00509,General Practitioner,TR28,South,T1,117.0,0.089,0.658,False,Low-opportunity
HCP00510,Pediatrician,TR01,North,T1,392.0,0.587,0.703,True,Emerging
HCP00511,General Practitioner,TR25,South,T3,219.0,0.082,0.503,False,High-volume non/under-user
HCP00512,Pediatrician,TR16,West,T1,464.0,0.496,0.421,True,High-volume advocate
HCP00513,General Practitioner,TR02,North,T1,159.0,0.055,0.495,False,Low-opportunity
HCP00514,Pediatrician,TR25,South,T3,646.0,0.206,0.658,False,High-volume non/under-user
HCP00515,Pediatrician,TR17,West,T2,770.0,0.274,0.682,True,High-volume non/under-user
HCP00516,General Practitioner,TR31,East,T1,109.0,0.214,,True,Low-opportunity
HCP00517,Pediatrician,TR09,North,T2,209.0,0.096,0.065,False,Low-opportunity
HCP00518,Pediatrician,TR01,North,T1,314.0,0.127,0.527,True,Low-opportunity
HCP00519,Obstetrician-Gynecologist,TR04,North,T2,136.0,0.119,0.66,False,Emerging
HCP00520,Pediatrician,TR12,West,T1,249.0,0.595,0.444,True,Low-opportunity
HCP00521,General Practitioner,TR24,South,T1,248.0,0.18,0.753,False,High-volume non/under-user
HCP00522,General Practitioner,TR14,West,T1,109.0,0.033,0.65,False,Low-opportunity
HCP00523,Pediatrician,TR04,North,T2,492.0,0.334,0.642,False,High-volume non/under-user
HCP00524,Neonatologist,TR36,East,T2,129.0,0.18,0.573,False,Low-opportunity
HCP00525,Pediatrician,TR03,North,T2,333.0,0.204,0.54,False,Low-opportunity
HCP00526,Pediatrician,TR14,West,T1,170.0,0.251,0.342,True,Low-opportunity
HCP00527,Pediatrician,TR31,East,T1,332.0,0.32,0.717,False,Emerging
HCP00528,General Practitioner,TR24,South,T1,301.0,0.213,0.572,False,High-volume non/under-user
HCP00529,Pediatrician,TR13,West,T1,631.0,0.175,0.896,False,High-volume non/under-user
HCP00530,Pediatrician,TR35,East,T2,311.0,0.15,0.409,True,Low-opportunity
HCP00531,Pediatrician,TR18,West,T3,634.0,0.321,0.668,True,High-volume non/under-user
HCP00532,General Practitioner,TR01,North,T1,156.0,0.069,0.742,False,Emerging
HCP00533,Pediatrician,TR01,North,T1,373.0,0.21,0.392,False,Low-opportunity
HCP00534,Pediatrician,TR33,East,T2,205.0,0.103,0.733,False,Low-opportunity
HCP00535,Pediatrician,TR12,West,T1,260.0,0.321,0.677,True,Low-opportunity
HCP00536,Pediatrician,TR28,South,T1,417.0,0.509,0.283,False,Low-opportunity
HCP00537,General Practitioner,TR01,North,T1,204.0,0.081,0.514,False,High-volume non/under-user
HCP00538,Pediatrician,TR05,North,T2,396.0,0.4,0.436,True,Low-opportunity
HCP00539,Pediatrician,TR30,South,T2,169.0,0.421,0.716,True,Low-opportunity
HCP00540,Pediatrician,TR36,East,T2,261.0,0.529,0.426,True,Low-opportunity
HCP00541,General Practitioner,TR01,North,T1,126.0,0.04,0.668,False,Low-opportunity
HCP00542,General Practitioner,TR06,North,T2,176.0,0.082,0.552,False,Low-opportunity
HCP00543,Pediatrician,TR26,South,T1,266.0,0.419,0.741,True,Low-opportunity
HCP00544,General Practitioner,TR19,Central,T2,197.0,0.22,0.457,True,High-volume non/under-user
HCP00545,General Practitioner,TR15,West,T2,220.0,0.291,0.19,False,High-volume non/under-user
HCP00546,Pediatrician,TR08,North,T2,190.0,0.43,0.441,True,Low-opportunity
HCP00547,Pediatrician,TR34,East,T3,211.0,0.1,0.178,True,Low-opportunity
HCP00548,Pediatrician,TR06,North,T2,284.0,0.205,0.368,False,Low-opportunity
HCP00549,Obstetrician-Gynecologist,TR11,North,T3,146.0,0.194,0.584,True,Low-opportunity
HCP00550,Pediatrician,TR13,West,T1,538.0,0.536,0.42,True,High-volume advocate
HCP00551,Pediatrician,TR04,North,T2,428.0,0.398,0.461,False,High-volume non/under-user
HCP00552,Pediatrician,TR19,Central,T2,332.0,0.059,0.708,False,Emerging
HCP00553,Pediatrician,TR13,West,T1,205.0,0.239,0.563,True,Low-opportunity
HCP00554,Obstetrician-Gynecologist,TR23,South,T1,139.0,0.332,0.522,True,Low-opportunity
