consumer_id,child_age_group,region,city_tier,parent_age_group,income_band,awareness,purchase_channel,purchase_frequency,price_sensitivity,brand_trust,recommendation_source,adherence_score,aware_of_recall,current_brand
CON00210,0-12 months,North,T2,30-34,<25k,3,Pharmacy Chain,Monthly,4,4,Pharmacist,0.905,False,DePURA Kids
CON00211,1-5 years,South,T1,25-29,>1L,4,Hospital Pharmacy,Every 2-3 months,3,4,Family/Friends,0.544,False,Not currently buying
CON00212,6-12 years,West,T3,18-24,<25k,4,Hospital Pharmacy,Occasionally,4,4,Online/Social media,0.378,True,DePURA Kids
CON00213,6-12 years,South,T1,25-29,50k-1L,3,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.67,True,Other brand
CON00214,6-12 years,South,T2,30-34,25k-50k,5,Retail Chemist,Monthly,2,5,Pediatrician,1.0,False,Not currently buying
CON00215,13-18 years,East,T1,30-34,>1L,4,Quick Commerce,Every 2-3 months,2,2,Gynecologist,0.536,False,Other brand
CON00216,1-5 years,North,T1,35-39,>1L,3,E-Pharmacy,Every 2-3 months,2,5,Pediatrician,0.654,False,Other brand
CON00217,0-12 months,East,T1,30-34,50k-1L,4,Retail Chemist,One-time,4,2,Pharmacist,0.228,False,Other brand
CON00218,0-12 months,East,T2,35-39,>1L,5,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.674,False,Other brand
CON00219,1-5 years,South,T1,25-29,50k-1L,4,Quick Commerce,Monthly,3,4,Pediatrician,0.917,False,DePURA Kids
CON00220,1-5 years,North,T2,40+,<25k,3,Hospital Pharmacy,Every 2-3 months,5,4,Pediatrician,0.609,False,DePURA Kids
CON00221,1-5 years,West,T1,30-34,>1L,3,Retail Chemist,Occasionally,,4,Pharmacist,0.4,False,Other brand
CON00222,6-12 years,North,T2,25-29,>1L,4,Retail Chemist,Every 2-3 months,2,4,Online/Social media,0.536,False,Other brand
CON00223,0-12 months,East,T2,40+,25k-50k,3,Quick Commerce,Every 2-3 months,3,5,Pediatrician,0.653,False,Other brand
CON00224,1-5 years,West,T1,30-34,25k-50k,4,Pharmacy Chain,Every 2-3 months,5,3,Pediatrician,0.525,False,Other brand
CON00225,1-5 years,East,T3,40+,<25k,4,Hospital Pharmacy,One-time,4,4,Online/Social media,0.264,False,Not currently buying
CON00226,6-12 years,South,T1,25-29,50k-1L,5,Retail Chemist,Monthly,3,4,Pediatrician,0.767,False,DePURA Kids
CON00227,0-12 months,West,T1,30-34,<25k,3,Retail Chemist,Monthly,4,4,Pediatrician,0.854,False,Other brand
CON00228,1-5 years,North,T3,25-29,<25k,4,Retail Chemist,Monthly,5,2,Pediatrician,0.761,True,Other brand
CON00229,0-12 months,West,T2,30-34,50k-1L,5,Retail Chemist,Monthly,3,5,Pediatrician,0.767,False,DePURA Kids
CON00230,1-5 years,West,T1,40+,25k-50k,4,Pharmacy Chain,Every 2-3 months,4,4,Pediatrician,0.503,False,Other brand
CON00231,0-12 months,Central,T3,35-39,<25k,5,Pharmacy Chain,Occasionally,5,3,Pharmacist,0.486,True,Other brand
CON00232,1-5 years,North,T1,18-24,25k-50k,3,E-Pharmacy,Monthly,3,4,Pediatrician,0.888,False,Not currently buying
CON00233,0-12 months,South,T1,35-39,50k-1L,4,Hospital Pharmacy,Every 2-3 months,3,4,Family/Friends,0.611,False,DePURA Kids
CON00234,1-5 years,East,T1,25-29,25k-50k,5,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.696,False,Other brand
CON00235,6-12 years,North,T2,30-34,<25k,5,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.555,False,DePURA Kids
CON00236,1-5 years,West,T1,25-29,>1L,4,Retail Chemist,Every 2-3 months,2,5,Pharmacist,0.591,False,Not currently buying
CON00237,6-12 years,East,T3,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.65,False,DePURA Kids
CON00238,6-12 years,South,T1,25-29,50k-1L,4,Retail Chemist,Occasionally,3,5,Pediatrician,0.476,False,Not currently buying
CON00239,6-12 years,North,T1,25-29,50k-1L,5,Retail Chemist,Monthly,3,4,Pediatrician,0.76,False,Other brand
CON00240,0-12 months,West,T1,25-29,>1L,3,Retail Chemist,Every 2-3 months,2,3,Pediatrician,0.526,False,Not currently buying
CON00241,1-5 years,North,T2,40+,50k-1L,4,E-Pharmacy,Every 2-3 months,3,4,Pediatrician,0.6,False,Not currently buying
CON00242,1-5 years,North,T2,30-34,>1L,3,Retail Chemist,Every 2-3 months,2,5,Pediatrician,0.58,False,DePURA Kids
CON00243,1-5 years,South,T1,18-24,50k-1L,5,E-Pharmacy,One-time,2,4,Family/Friends,0.228,False,Not currently buying
CON00244,1-5 years,North,T1,25-29,25k-50k,4,Quick Commerce,Every 2-3 months,2,5,Pediatrician,0.62,False,Other brand
CON00245,0-12 months,West,T1,25-29,25k-50k,5,Retail Chemist,Monthly,3,4,Pediatrician,0.897,False,Other brand
CON00246,0-12 months,North,T2,30-34,25k-50k,2,Retail Chemist,Monthly,3,4,Pharmacist,0.966,False,Not currently buying
CON00247,6-12 years,South,T1,30-34,25k-50k,4,E-Pharmacy,Monthly,4,5,Pediatrician,0.806,False,DePURA Kids
CON00248,0-12 months,West,T2,35-39,<25k,4,Pharmacy Chain,Every 2-3 months,4,4,Pharmacist,0.668,False,Other brand
CON00249,0-12 months,West,T3,30-34,>1L,3,E-Pharmacy,Monthly,2,5,Pediatrician,0.855,False,Not currently buying
CON00250,0-12 months,North,T2,40+,<25k,2,Hospital Pharmacy,Every 2-3 months,3,4,Pharmacist,0.669,False,Not currently buying
CON00251,0-12 months,East,T3,30-34,50k-1L,2,Retail Chemist,Monthly,4,3,Pharmacist,0.99,False,Other brand
CON00252,1-5 years,East,T1,30-34,25k-50k,2,Retail Chemist,Monthly,3,3,Pediatrician,0.837,False,Other brand
CON00253,1-5 years,South,T1,25-29,>1L,5,Retail Chemist,Monthly,2,4,Pediatrician,0.977,False,Other brand
CON00254,0-12 months,South,T2,25-29,50k-1L,3,Hospital Pharmacy,Every 2-3 months,3,3,Family/Friends,0.586,False,Not currently buying
CON00255,0-12 months,East,T2,18-24,25k-50k,3,Hospital Pharmacy,Monthly,4,4,Pediatrician,0.912,False,Other brand
CON00256,0-12 months,Central,T3,35-39,<25k,4,Retail Chemist,Occasionally,4,4,Online/Social media,0.445,True,Other brand
CON00257,0-12 months,East,T1,30-34,50k-1L,5,Quick Commerce,Monthly,3,3,Pediatrician,0.854,True,DePURA Kids
CON00258,6-12 years,East,T1,18-24,50k-1L,5,Retail Chemist,Occasionally,2,2,Pharmacist,0.45,False,Other brand
CON00259,13-18 years,West,T3,35-39,25k-50k,4,Retail Chemist,Every 2-3 months,3,5,Gynecologist,0.546,False,Other brand
CON00260,0-12 months,North,T2,30-34,25k-50k,3,Hospital Pharmacy,Every 2-3 months,2,3,Pharmacist,0.568,False,Other brand
CON00261,0-12 months,Central,T3,30-34,50k-1L,4,Quick Commerce,Monthly,4,3,Pediatrician,0.89,True,Not currently buying
CON00262,13-18 years,South,T1,35-39,50k-1L,4,E-Pharmacy,Every 2-3 months,3,5,Pediatrician,0.604,False,Other brand
CON00263,13-18 years,South,T3,18-24,<25k,3,Hospital Pharmacy,Occasionally,3,3,Pediatrician,0.42,False,Other brand
CON00264,0-12 months,South,T1,25-29,>1L,3,Retail Chemist,Monthly,3,4,Pediatrician,0.784,False,Not currently buying
CON00265,0-12 months,North,T3,40+,<25k,4,Retail Chemist,Monthly,4,4,Pediatrician,1.0,False,Other brand
CON00266,0-12 months,North,T2,35-39,25k-50k,3,Pharmacy Chain,Monthly,2,3,Pediatrician,0.844,False,Other brand
CON00267,0-12 months,West,T1,30-34,>1L,4,Retail Chemist,Monthly,3,5,Pediatrician,0.865,False,Not currently buying
CON00268,0-12 months,Central,T3,30-34,25k-50k,3,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.672,True,Other brand
CON00269,6-12 years,North,T2,30-34,50k-1L,5,E-Pharmacy,Monthly,4,4,Pediatrician,0.779,False,DePURA Kids
CON00270,1-5 years,North,T2,30-34,50k-1L,4,Hospital Pharmacy,Every 2-3 months,3,3,Pediatrician,0.622,False,Not currently buying
CON00271,1-5 years,East,T2,30-34,>1L,5,Retail Chemist,Every 2-3 months,1,5,Gynecologist,0.531,False,Other brand
CON00272,0-12 months,South,T1,30-34,>1L,4,Quick Commerce,Every 2-3 months,3,3,Pharmacist,0.553,False,Not currently buying
CON00273,0-12 months,West,T1,30-34,>1L,5,Hospital Pharmacy,Monthly,2,5,Pediatrician,0.97,True,DePURA Kids
CON00274,1-5 years,North,T2,18-24,50k-1L,4,Retail Chemist,Occasionally,4,4,Gynecologist,0.316,False,Other brand
CON00275,0-12 months,North,T2,25-29,<25k,4,E-Pharmacy,Every 2-3 months,4,2,Online/Social media,0.66,True,Other brand
CON00276,0-12 months,West,T2,25-29,>1L,4,Hospital Pharmacy,Monthly,3,5,Gynecologist,0.706,False,DePURA Kids
CON00277,0-12 months,North,T2,30-34,25k-50k,3,Pharmacy Chain,Monthly,3,4,Online/Social media,0.833,False,Other brand
CON00278,6-12 years,North,T1,30-34,25k-50k,4,Retail Chemist,Monthly,4,3,Pediatrician,0.757,False,Other brand
CON00279,1-5 years,South,T2,18-24,25k-50k,3,E-Pharmacy,Occasionally,3,3,Online/Social media,0.422,True,Other brand
CON00280,0-12 months,North,T3,30-34,<25k,4,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.681,False,Other brand
CON00281,0-12 months,East,T1,25-29,>1L,5,E-Pharmacy,Every 2-3 months,3,3,Pharmacist,0.636,True,DePURA Kids
CON00282,0-12 months,East,T3,18-24,<25k,3,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.672,False,Other brand
CON00283,0-12 months,West,T3,25-29,25k-50k,4,Retail Chemist,Monthly,2,5,Pediatrician,0.925,False,Not currently buying
CON00284,6-12 years,North,T3,25-29,<25k,5,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.619,False,DePURA Kids
CON00285,0-12 months,South,T1,25-29,50k-1L,5,Retail Chemist,Every 2-3 months,3,4,Gynecologist,0.583,False,DePURA Kids
CON00286,13-18 years,East,T3,40+,<25k,2,Retail Chemist,Occasionally,4,4,Family/Friends,0.328,True,Other brand
CON00287,0-12 months,South,T1,40+,>1L,5,E-Pharmacy,Occasionally,2,4,Online/Social media,0.373,False,DePURA Kids
CON00288,6-12 years,North,T2,30-34,<25k,3,E-Pharmacy,Occasionally,4,5,Gynecologist,0.437,False,Other brand
CON00289,0-12 months,South,T2,25-29,50k-1L,4,Quick Commerce,Every 2-3 months,3,3,Pediatrician,0.608,True,Not currently buying
CON00290,1-5 years,Central,T3,40+,<25k,3,Hospital Pharmacy,Monthly,3,4,Pediatrician,0.786,False,Other brand
CON00291,0-12 months,West,T2,35-39,50k-1L,5,Retail Chemist,Every 2-3 months,3,3,Online/Social media,0.55,False,Other brand
CON00292,1-5 years,North,T3,35-39,>1L,3,Hospital Pharmacy,Occasionally,3,2,Online/Social media,0.337,True,Not currently buying
CON00293,0-12 months,Central,T3,18-24,<25k,3,Hospital Pharmacy,Occasionally,5,4,Pediatrician,0.318,False,Other brand
CON00294,6-12 years,South,T2,35-39,<25k,4,Hospital Pharmacy,Monthly,4,5,Pediatrician,0.788,False,Other brand
CON00295,6-12 years,West,T2,30-34,<25k,3,Pharmacy Chain,Occasionally,4,5,Pharmacist,0.464,False,Other brand
CON00296,1-5 years,East,T3,35-39,<25k,4,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.669,False,Other brand
CON00297,1-5 years,North,T2,25-29,50k-1L,4,Quick Commerce,Occasionally,3,4,Gynecologist,0.437,False,Other brand
CON00298,1-5 years,North,T1,35-39,>1L,4,Quick Commerce,Occasionally,1,4,Pediatrician,0.385,True,Other brand
CON00299,0-12 months,Central,T2,35-39,>1L,4,Retail Chemist,Monthly,2,3,Pediatrician,0.719,True,Other brand
CON00300,1-5 years,North,T2,30-34,25k-50k,4,E-Pharmacy,Occasionally,3,3,Gynecologist,0.448,True,Other brand
CON00301,0-12 months,South,T1,30-34,50k-1L,5,Quick Commerce,Every 2-3 months,3,3,Pediatrician,0.694,False,Other brand
CON00302,0-12 months,West,T1,30-34,50k-1L,5,Quick Commerce,Monthly,3,4,Pediatrician,0.848,False,DePURA Kids
CON00303,1-5 years,West,T1,30-34,50k-1L,4,E-Pharmacy,Monthly,2,5,Online/Social media,0.715,False,Other brand
CON00304,6-12 years,West,T2,35-39,50k-1L,5,Pharmacy Chain,Every 2-3 months,3,5,Pediatrician,0.533,False,DePURA Kids
CON00305,0-12 months,North,T2,18-24,<25k,5,Retail Chemist,Occasionally,5,1,Family/Friends,0.487,True,Other brand
CON00306,0-12 months,West,T1,30-34,50k-1L,4,Pharmacy Chain,Every 2-3 months,3,5,Gynecologist,0.681,False,Other brand
CON00307,0-12 months,West,T1,25-29,25k-50k,4,Retail Chemist,Occasionally,5,4,Family/Friends,0.361,False,Other brand
CON00308,0-12 months,South,T1,25-29,25k-50k,3,Retail Chemist,Monthly,3,5,Pediatrician,0.82,False,Not currently buying
CON00309,0-12 months,East,T1,30-34,50k-1L,4,Pharmacy Chain,Occasionally,3,3,Pharmacist,0.305,False,Other brand
CON00310,1-5 years,West,T1,40+,>1L,4,Pharmacy Chain,Monthly,3,4,Family/Friends,0.75,False,Other brand
CON00311,0-12 months,North,T2,35-39,<25k,4,Pharmacy Chain,Every 2-3 months,3,3,Gynecologist,0.578,False,Other brand
CON00312,0-12 months,West,T1,30-34,25k-50k,3,E-Pharmacy,Every 2-3 months,4,4,Gynecologist,0.647,False,Not currently buying
CON00313,6-12 years,West,T1,35-39,50k-1L,3,Retail Chemist,Monthly,2,4,Online/Social media,0.73,True,DePURA Kids
CON00314,1-5 years,West,T2,25-29,<25k,4,Retail Chemist,Every 2-3 months,3,4,Gynecologist,0.539,False,DePURA Kids
CON00315,0-12 months,South,T1,25-29,50k-1L,5,Pharmacy Chain,Every 2-3 months,2,2,Online/Social media,0.601,False,Other brand
CON00316,0-12 months,West,T1,30-34,50k-1L,3,E-Pharmacy,Monthly,3,3,Pediatrician,0.842,True,Other brand
CON00317,6-12 years,North,T3,35-39,50k-1L,5,Retail Chemist,Monthly,4,4,Pediatrician,0.858,False,Not currently buying
CON00318,0-12 months,North,T1,30-34,>1L,4,Retail Chemist,Every 2-3 months,3,3,Pharmacist,0.649,False,Other brand
CON00319,6-12 years,South,T2,25-29,>1L,2,Quick Commerce,Monthly,2,4,Pediatrician,0.815,False,Other brand
CON00320,6-12 years,South,T2,18-24,25k-50k,3,E-Pharmacy,Monthly,4,3,Pharmacist,1.0,False,Other brand
CON00321,0-12 months,East,T1,25-29,<25k,4,Quick Commerce,Every 2-3 months,3,4,Pharmacist,0.66,False,DePURA Kids
CON00322,6-12 years,North,T2,40+,25k-50k,3,Retail Chemist,Occasionally,3,4,Pharmacist,0.405,False,Not currently buying
CON00323,6-12 years,East,T1,18-24,50k-1L,4,Quick Commerce,Occasionally,4,4,Gynecologist,0.486,False,Other brand
CON00324,1-5 years,East,T3,30-34,>1L,2,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.625,False,Other brand
CON00325,6-12 years,East,T1,40+,>1L,3,Quick Commerce,Monthly,2,3,Pediatrician,0.812,True,Other brand
CON00326,1-5 years,North,T1,30-34,>1L,4,Pharmacy Chain,Every 2-3 months,2,5,Pediatrician,0.564,False,DePURA Kids
CON00327,0-12 months,West,T1,25-29,>1L,3,Quick Commerce,Every 2-3 months,3,4,Pharmacist,0.593,False,DePURA Kids
CON00328,1-5 years,East,T2,35-39,25k-50k,4,Retail Chemist,Monthly,5,4,Pediatrician,0.798,False,Not currently buying
CON00329,6-12 years,Central,T3,25-29,25k-50k,3,Retail Chemist,Occasionally,4,3,Pharmacist,0.449,False,Not currently buying
CON00330,0-12 months,South,T1,30-34,25k-50k,5,E-Pharmacy,Every 2-3 months,2,4,Pediatrician,0.65,False,DePURA Kids
CON00331,0-12 months,West,T1,25-29,<25k,4,Retail Chemist,Every 2-3 months,4,3,Gynecologist,0.612,False,DePURA Kids
CON00332,6-12 years,West,T1,18-24,>1L,4,Quick Commerce,Monthly,1,3,Online/Social media,0.738,False,Other brand
CON00333,6-12 years,West,T2,25-29,25k-50k,3,Retail Chemist,Occasionally,4,4,Pharmacist,0.412,False,Other brand
CON00334,13-18 years,South,T2,30-34,25k-50k,3,E-Pharmacy,Every 2-3 months,3,4,Pharmacist,0.565,False,Other brand
CON00335,6-12 years,North,T2,25-29,<25k,5,Pharmacy Chain,Occasionally,4,5,Family/Friends,0.327,False,DePURA Kids
CON00336,1-5 years,West,T2,25-29,>1L,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.652,False,Not currently buying
CON00337,0-12 months,East,T1,25-29,>1L,5,E-Pharmacy,Monthly,3,4,Pediatrician,1.0,False,Other brand
CON00338,0-12 months,East,T1,35-39,25k-50k,5,E-Pharmacy,Monthly,2,5,Pediatrician,0.873,False,DePURA Kids
CON00339,6-12 years,South,T2,40+,>1L,3,Pharmacy Chain,Monthly,2,5,Pediatrician,0.821,False,Other brand
CON00340,0-12 months,North,T2,30-34,50k-1L,3,Retail Chemist,Occasionally,3,3,Pharmacist,0.477,False,Other brand
CON00341,6-12 years,South,T1,40+,50k-1L,5,Retail Chemist,Monthly,3,3,Pediatrician,0.718,False,Other brand
CON00342,0-12 months,West,T1,35-39,50k-1L,2,E-Pharmacy,Occasionally,3,5,Pharmacist,0.479,False,Other brand
CON00343,1-5 years,East,T2,40+,<25k,3,E-Pharmacy,Occasionally,4,2,Online/Social media,0.39,False,Other brand
CON00344,1-5 years,South,T1,18-24,>1L,4,E-Pharmacy,Monthly,3,4,Pediatrician,0.836,False,Other brand
CON00345,1-5 years,East,T3,30-34,25k-50k,3,Retail Chemist,Occasionally,3,3,Pharmacist,0.423,False,Other brand
CON00346,0-12 months,North,T3,18-24,<25k,4,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.699,False,Other brand
CON00347,1-5 years,South,T2,30-34,<25k,3,Retail Chemist,Every 2-3 months,4,4,Gynecologist,0.525,False,Other brand
CON00348,6-12 years,West,T1,25-29,>1L,4,Pharmacy Chain,Every 2-3 months,3,5,Pediatrician,0.616,False,DePURA Kids
CON00349,13-18 years,West,T3,30-34,<25k,3,E-Pharmacy,Occasionally,5,3,Pharmacist,0.39,False,Other brand
CON00350,0-12 months,South,T2,30-34,>1L,3,Quick Commerce,Occasionally,3,3,Family/Friends,0.475,False,Other brand
CON00351,1-5 years,North,T2,35-39,>1L,3,Quick Commerce,Every 2-3 months,1,3,Pediatrician,0.642,False,Other brand
CON00352,0-12 months,North,T2,25-29,50k-1L,4,Hospital Pharmacy,Every 2-3 months,4,5,Pharmacist,0.647,True,DePURA Kids
CON00353,1-5 years,North,T1,25-29,25k-50k,4,Retail Chemist,Every 2-3 months,3,3,Gynecologist,0.687,False,Other brand
CON00354,1-5 years,Central,T3,30-34,25k-50k,5,Retail Chemist,Monthly,3,5,Pediatrician,0.853,False,Other brand
CON00355,1-5 years,South,T1,25-29,>1L,3,Pharmacy Chain,Every 2-3 months,1,3,Pediatrician,0.538,True,Other brand
CON00356,6-12 years,East,T2,25-29,50k-1L,3,Hospital Pharmacy,Every 2-3 months,4,5,Gynecologist,0.611,False,Other brand
CON00357,0-12 months,South,T1,40+,>1L,3,Retail Chemist,Monthly,3,5,Pediatrician,0.834,False,Other brand
CON00358,0-12 months,South,T1,40+,50k-1L,4,Pharmacy Chain,Monthly,3,5,Pediatrician,0.789,False,DePURA Kids
CON00359,0-12 months,Central,T2,30-34,<25k,4,Hospital Pharmacy,Occasionally,3,3,Pharmacist,0.405,False,DePURA Kids
CON00360,0-12 months,West,T2,25-29,25k-50k,5,E-Pharmacy,Every 2-3 months,3,4,Online/Social media,0.603,False,Other brand
CON00361,1-5 years,West,T1,30-34,50k-1L,4,Hospital Pharmacy,One-time,3,3,Family/Friends,0.27,False,Other brand
CON00362,0-12 months,South,T2,30-34,50k-1L,3,Retail Chemist,Monthly,2,4,Pediatrician,0.778,False,Not currently buying
CON00363,0-12 months,West,T1,35-39,50k-1L,4,E-Pharmacy,Monthly,3,4,Pediatrician,0.77,False,Other brand
CON00364,6-12 years,West,T1,35-39,50k-1L,3,Pharmacy Chain,Occasionally,5,4,Pediatrician,0.476,False,Not currently buying
CON00365,0-12 months,East,T3,25-29,25k-50k,4,Retail Chemist,Occasionally,5,3,Pediatrician,0.436,False,Not currently buying
CON00366,1-5 years,East,T1,25-29,50k-1L,5,E-Pharmacy,Occasionally,2,4,Family/Friends,0.39,False,DePURA Kids
CON00367,0-12 months,South,T2,30-34,25k-50k,4,E-Pharmacy,Monthly,4,4,Pediatrician,0.778,True,Other brand
CON00368,0-12 months,South,T1,30-34,>1L,4,Retail Chemist,Monthly,2,2,Family/Friends,0.85,True,Other brand
CON00369,0-12 months,West,T1,18-24,>1L,5,Quick Commerce,Every 2-3 months,2,3,Pediatrician,0.682,True,DePURA Kids
CON00370,0-12 months,South,T1,30-34,25k-50k,4,E-Pharmacy,Every 2-3 months,2,4,Pediatrician,0.601,False,Not currently buying
CON00371,6-12 years,South,T1,25-29,25k-50k,5,Hospital Pharmacy,Monthly,,5,Pediatrician,0.739,False,DePURA Kids
CON00372,1-5 years,Central,T2,30-34,50k-1L,4,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.655,False,Other brand
CON00373,1-5 years,West,T2,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,4,3,Pharmacist,0.699,False,Not currently buying
CON00374,6-12 years,North,T2,30-34,50k-1L,4,Hospital Pharmacy,Monthly,2,5,Pediatrician,0.809,False,DePURA Kids
CON00375,0-12 months,South,T1,18-24,50k-1L,5,Quick Commerce,Monthly,5,4,Pediatrician,0.873,False,DePURA Kids
CON00376,0-12 months,Central,T2,35-39,50k-1L,3,Retail Chemist,Every 2-3 months,3,3,Family/Friends,0.573,True,Other brand
CON00377,0-12 months,South,T1,18-24,50k-1L,3,Pharmacy Chain,Monthly,4,5,Pediatrician,0.836,False,Other brand
CON00378,1-5 years,North,T1,40+,50k-1L,4,E-Pharmacy,Every 2-3 months,3,4,Pediatrician,0.64,False,Not currently buying
CON00379,1-5 years,South,T1,25-29,25k-50k,3,Retail Chemist,Monthly,3,3,Family/Friends,0.784,False,Not currently buying
CON00380,0-12 months,South,T2,30-34,25k-50k,3,Pharmacy Chain,Every 2-3 months,2,3,Pediatrician,0.628,False,Other brand
CON00381,6-12 years,South,T1,25-29,50k-1L,3,Pharmacy Chain,Monthly,2,4,Pediatrician,0.787,True,Other brand
CON00382,0-12 months,West,T2,25-29,25k-50k,5,Quick Commerce,Monthly,,5,Pediatrician,0.737,False,Other brand
CON00383,1-5 years,East,T2,18-24,50k-1L,3,Hospital Pharmacy,Every 2-3 months,4,3,Online/Social media,0.534,False,Other brand
CON00384,0-12 months,South,T1,25-29,25k-50k,3,Pharmacy Chain,Occasionally,4,3,Online/Social media,0.35,True,Other brand
CON00385,6-12 years,South,T2,25-29,>1L,4,Quick Commerce,Every 2-3 months,3,3,Family/Friends,0.672,False,Other brand
CON00386,0-12 months,North,T2,25-29,50k-1L,2,E-Pharmacy,Every 2-3 months,3,3,Online/Social media,0.689,True,Other brand
CON00387,13-18 years,North,T2,35-39,25k-50k,4,Pharmacy Chain,Every 2-3 months,4,5,Pediatrician,0.664,False,Other brand
CON00388,1-5 years,East,T2,30-34,25k-50k,4,E-Pharmacy,Monthly,4,4,Pediatrician,0.786,False,DePURA Kids
CON00389,0-12 months,East,T2,25-29,50k-1L,4,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.638,False,Other brand
CON00390,0-12 months,North,T2,35-39,>1L,2,Retail Chemist,Every 2-3 months,3,5,Pharmacist,0.621,False,Other brand
CON00391,0-12 months,East,T2,25-29,50k-1L,5,Hospital Pharmacy,Monthly,2,5,Pediatrician,0.795,False,DePURA Kids
CON00392,1-5 years,South,T2,18-24,25k-50k,4,Pharmacy Chain,Monthly,3,4,Pediatrician,0.839,False,DePURA Kids
CON00393,1-5 years,West,T1,30-34,25k-50k,3,E-Pharmacy,Every 2-3 months,3,4,Pharmacist,0.58,False,Not currently buying
CON00394,0-12 months,North,T2,25-29,50k-1L,3,Retail Chemist,Monthly,3,4,Pediatrician,0.818,False,Other brand
CON00395,1-5 years,South,T1,35-39,<25k,4,Hospital Pharmacy,Monthly,4,5,Pediatrician,0.88,False,Other brand
